Exp Category,State,Year,Value
Revenue_Deficits,West Bengal,1986-87,188
Revenue_Deficits,West Bengal,1987-88,115
Revenue_Deficits,West Bengal,1988-89,137.2
Revenue_Deficits,West Bengal,1989-90,477
Revenue_Deficits,West Bengal,1990-91,1018.9
Revenue_Deficits,West Bengal,1991-92,646.1
Revenue_Deficits,West Bengal,1992-93,436.6
Revenue_Deficits,West Bengal,1993-94,984.3
Revenue_Deficits,West Bengal,1994-95,767.1
Revenue_Deficits,West Bengal,1995-96,1250.2
Revenue_Deficits,West Bengal,1996-97,2135.2
Revenue_Deficits,West Bengal,1997-98,2294.1
Revenue_Deficits,West Bengal,1998-99,4856.2
Revenue_Deficits,West Bengal,1999-00,9287.3
Revenue_Deficits,West Bengal,2000-01,7581.3
Revenue_Deficits,West Bengal,2001-02,8856.1
Revenue_Deficits,West Bengal,2002-03,8635
Revenue_Deficits,West Bengal,2003-04,9149
Revenue_Deficits,West Bengal,2004-05,8228
Revenue_Deficits,West Bengal,2005-06,7391
Revenue_Deficits,West Bengal,2006-07,8333
Revenue_Deficits,West Bengal,2007-08,8147
Revenue_Deficits,West Bengal,2008-09,14710
Revenue_Deficits,West Bengal,2009-10,21580
Revenue_Deficits,West Bengal,2010-11,17270
Revenue_Deficits,West Bengal,2011-12,14570
Revenue_Deficits,West Bengal,2012-13,13820
Revenue_Deficits,West Bengal,2013-14,18920
Revenue_Deficits,West Bengal,2014-15,10360
Revenue_Deficits,West Bengal,2015-16 (RE),0
Revenue_Deficits,Delhi,1980-81,–
Revenue_Deficits,Delhi,1981-82,–
Revenue_Deficits,Delhi,1982-83,–
Revenue_Deficits,Delhi,1983-84,–
Revenue_Deficits,Delhi,1984-85,–
Revenue_Deficits,Delhi,1985-86,–
Revenue_Deficits,Delhi,1986-87,–
Revenue_Deficits,Delhi,1987-88,–
Revenue_Deficits,Delhi,1988-89,–
Revenue_Deficits,Delhi,1989-90,–
Revenue_Deficits,Delhi,1990-91,–
Revenue_Deficits,Delhi,1991-92,–
Revenue_Deficits,Delhi,1992-93,–
Revenue_Deficits,Delhi,1993-94,-59
Revenue_Deficits,Delhi,1994-95,-549.6
Revenue_Deficits,Delhi,1995-96,-419.4
Revenue_Deficits,Delhi,1996-97,-764.2
Revenue_Deficits,Delhi,1997-98,-1158.7
Revenue_Deficits,Delhi,1998-99,-820
Revenue_Deficits,Delhi,1999-00,-751.3
Revenue_Deficits,Delhi,2000-01,-1747.5
Revenue_Deficits,Delhi,2001-02,-1209.6
Revenue_Deficits,Delhi,2002-03,-2068
Revenue_Deficits,Delhi,2003-04,-2261
Revenue_Deficits,Delhi,2004-05,-2735
Revenue_Deficits,Delhi,2005-06,-4328
Revenue_Deficits,Delhi,2006-07,-4438
Revenue_Deficits,Delhi,2007-08,-5142
Revenue_Deficits,Delhi,2008-09,-4590
Revenue_Deficits,Delhi,2009-10,-6550
Revenue_Deficits,Delhi,2010-11,-10640
Revenue_Deficits,Delhi,2011-12,-4430
Revenue_Deficits,Delhi,2012-13,-4900
Revenue_Deficits,Delhi,2013-14,-5610
Revenue_Deficits,Delhi,2014-15,-6100
Revenue_Deficits,Delhi,2015-16 (RE),-8160
Revenue_Deficits,Puducherry,1980-81,
Revenue_Deficits,Puducherry,1981-82,
Revenue_Deficits,Puducherry,1982-83,
Revenue_Deficits,Puducherry,1983-84,
Revenue_Deficits,Puducherry,1984-85,
Revenue_Deficits,Puducherry,1985-86,
Revenue_Deficits,Puducherry,1986-87,
Revenue_Deficits,Puducherry,1987-88,
Revenue_Deficits,Puducherry,1988-89,
Revenue_Deficits,Puducherry,1989-90,
Revenue_Deficits,Puducherry,1990-91,
Revenue_Deficits,Puducherry,1991-92,
Revenue_Deficits,Puducherry,1992-93,
Revenue_Deficits,Puducherry,1993-94,
Revenue_Deficits,Puducherry,1994-95,
Revenue_Deficits,Puducherry,1995-96,
Revenue_Deficits,Puducherry,1996-97,
Revenue_Deficits,Puducherry,1997-98,
Revenue_Deficits,Puducherry,1998-99,
Revenue_Deficits,Puducherry,1999-00,
Revenue_Deficits,Puducherry,2000-01,
Revenue_Deficits,Puducherry,2001-02,
Revenue_Deficits,Puducherry,2002-03,–
Revenue_Deficits,Puducherry,2003-04,–
Revenue_Deficits,Puducherry,2004-05,–
Revenue_Deficits,Puducherry,2005-06,-7
Revenue_Deficits,Puducherry,2006-07,43
Revenue_Deficits,Puducherry,2007-08,65
Revenue_Deficits,Puducherry,2008-09,110
Revenue_Deficits,Puducherry,2009-10,240
Revenue_Deficits,Puducherry,2010-11,340
Revenue_Deficits,Puducherry,2011-12,450
Revenue_Deficits,Puducherry,2012-13,-90
Revenue_Deficits,Puducherry,2013-14,180
Revenue_Deficits,Puducherry,2014-15,-90
Revenue_Deficits,Puducherry,2015-16 (RE),0
Exp Category,State,Year,Value
Revenue_Expenditure,Andhra Pradesh ,1980-81,1610
Revenue_Expenditure,Andhra Pradesh ,1981-82,1831
Revenue_Expenditure,Andhra Pradesh ,1982-83,1933
Revenue_Expenditure,Andhra Pradesh ,1983-84,2588
Revenue_Expenditure,Andhra Pradesh ,1984-85,3119
Revenue_Expenditure,Andhra Pradesh ,1985-86,3413
Revenue_Expenditure,Andhra Pradesh ,1986-87,4068
Revenue_Expenditure,Andhra Pradesh ,1987-88,4294
Revenue_Expenditure,Andhra Pradesh ,1988-89,5223
Revenue_Expenditure,Andhra Pradesh ,1989-90,5768
Revenue_Expenditure,Andhra Pradesh ,1990-91,6581
Revenue_Expenditure,Andhra Pradesh ,1991-92,7758
Revenue_Expenditure,Andhra Pradesh ,1992-93,8984
Revenue_Expenditure,Andhra Pradesh ,1993-94,10541
Revenue_Expenditure,Andhra Pradesh ,1994-95,12459
Revenue_Expenditure,Andhra Pradesh ,1995-96,14301
Revenue_Expenditure,Andhra Pradesh ,1996-97,16265
Revenue_Expenditure,Andhra Pradesh ,1997-98,17745
Revenue_Expenditure,Andhra Pradesh ,1998-99,21958
Revenue_Expenditure,Andhra Pradesh ,1999-00,22767
Revenue_Expenditure,Andhra Pradesh ,2000-01,28119
Revenue_Expenditure,Andhra Pradesh ,2001-02,31074
Revenue_Expenditure,Andhra Pradesh ,2002-03,34373
Revenue_Expenditure,Andhra Pradesh ,2003-04,40120
Revenue_Expenditure,Andhra Pradesh ,2004-05,47153
Revenue_Expenditure,Andhra Pradesh ,2005-06,48306
Revenue_Expenditure,Andhra Pradesh ,2006-07,56648
Revenue_Expenditure,Andhra Pradesh ,2007-08,74875
Revenue_Expenditure,Andhra Pradesh ,2008-09,80803.89
Revenue_Expenditure,Andhra Pradesh ,2009-10,85074.79
Revenue_Expenditure,Andhra Pradesh ,2010-11,100635.64
Revenue_Expenditure,Andhra Pradesh ,2011-12,115881.55
Revenue_Expenditure,Andhra Pradesh ,2012-13,129440.92
Revenue_Expenditure,Andhra Pradesh ,2013-14,136629.27
Revenue_Expenditure,Andhra Pradesh ,2014-15 (RE),111067.46
Revenue_Expenditure,Andhra Pradesh ,2015-16 (BE),112048.99
Revenue_Expenditure,Arunachal Pradesh,1980-81,–
Revenue_Expenditure,Arunachal Pradesh,1981-82,–
Revenue_Expenditure,Arunachal Pradesh,1982-83,–
Revenue_Expenditure,Arunachal Pradesh,1983-84,–
Revenue_Expenditure,Arunachal Pradesh,1984-85,–
Revenue_Expenditure,Arunachal Pradesh,1985-86,–
Revenue_Expenditure,Arunachal Pradesh,1986-87,251
Revenue_Expenditure,Arunachal Pradesh,1987-88,348
Revenue_Expenditure,Arunachal Pradesh,1988-89,326
Revenue_Expenditure,Arunachal Pradesh,1989-90,392
Revenue_Expenditure,Arunachal Pradesh,1990-91,398
Revenue_Expenditure,Arunachal Pradesh,1991-92,443
Revenue_Expenditure,Arunachal Pradesh,1992-93,503
Revenue_Expenditure,Arunachal Pradesh,1993-94,575
Revenue_Expenditure,Arunachal Pradesh,1994-95,691
Revenue_Expenditure,Arunachal Pradesh,1995-96,803
Revenue_Expenditure,Arunachal Pradesh,1996-97,891
Revenue_Expenditure,Arunachal Pradesh,1997-98,972
Revenue_Expenditure,Arunachal Pradesh,1998-99,1004
Revenue_Expenditure,Arunachal Pradesh,1999-00,1098
Revenue_Expenditure,Arunachal Pradesh,2000-01,1206
Revenue_Expenditure,Arunachal Pradesh,2001-02,1381
Revenue_Expenditure,Arunachal Pradesh,2002-03,1363
Revenue_Expenditure,Arunachal Pradesh,2003-04,2192
Revenue_Expenditure,Arunachal Pradesh,2004-05,2085
Revenue_Expenditure,Arunachal Pradesh,2005-06,2437
Revenue_Expenditure,Arunachal Pradesh,2006-07,2786
Revenue_Expenditure,Arunachal Pradesh,2007-08,3068
Revenue_Expenditure,Arunachal Pradesh,2008-09,4272.59
Revenue_Expenditure,Arunachal Pradesh,2009-10,5236.62
Revenue_Expenditure,Arunachal Pradesh,2010-11,5579.12
Revenue_Expenditure,Arunachal Pradesh,2011-12,6665.17
Revenue_Expenditure,Arunachal Pradesh,2012-13,6353.56
Revenue_Expenditure,Arunachal Pradesh,2013-14,7781.63
Revenue_Expenditure,Arunachal Pradesh,2014-15 (RE),11482.51
Revenue_Expenditure,Arunachal Pradesh,2015-16 (BE),12712.91
Revenue_Expenditure,Assam,1980-81,758
Revenue_Expenditure,Assam,1981-82,618
Revenue_Expenditure,Assam,1982-83,691
Revenue_Expenditure,Assam,1983-84,942
Revenue_Expenditure,Assam,1984-85,1165
Revenue_Expenditure,Assam,1985-86,1207
Revenue_Expenditure,Assam,1986-87,1586
Revenue_Expenditure,Assam,1987-88,1794
Revenue_Expenditure,Assam,1988-89,1855
Revenue_Expenditure,Assam,1989-90,2266
Revenue_Expenditure,Assam,1990-91,2689
Revenue_Expenditure,Assam,1991-92,2763
Revenue_Expenditure,Assam,1992-93,3136
Revenue_Expenditure,Assam,1993-94,3620
Revenue_Expenditure,Assam,1994-95,3998
Revenue_Expenditure,Assam,1995-96,4390
Revenue_Expenditure,Assam,1996-97,4267
Revenue_Expenditure,Assam,1997-98,5022
Revenue_Expenditure,Assam,1998-99,5204
Revenue_Expenditure,Assam,1999-00,7086
Revenue_Expenditure,Assam,2000-01,7631
Revenue_Expenditure,Assam,2001-02,8550
Revenue_Expenditure,Assam,2002-03,8936
Revenue_Expenditure,Assam,2003-04,10596
Revenue_Expenditure,Assam,2004-05,14745
Revenue_Expenditure,Assam,2005-06,12088
Revenue_Expenditure,Assam,2006-07,13485
Revenue_Expenditure,Assam,2007-08,15150
Revenue_Expenditure,Assam,2008-09,17485.86
Revenue_Expenditure,Assam,2009-10,24968.3
Revenue_Expenditure,Assam,2010-11,25946.97
Revenue_Expenditure,Assam,2011-12,30268.93
Revenue_Expenditure,Assam,2012-13,33747.64
Revenue_Expenditure,Assam,2013-14,37178.4
Revenue_Expenditure,Assam,2014-15 (RE),64979.96
Revenue_Expenditure,Assam,2015-16 (BE),63602.17
Revenue_Expenditure,Bihar,1980-81,1791
Revenue_Expenditure,Bihar,1981-82,1871
Revenue_Expenditure,Bihar,1982-83,1940
Revenue_Expenditure,Bihar,1983-84,2144
Revenue_Expenditure,Bihar,1984-85,2408
Revenue_Expenditure,Bihar,1985-86,2966
Revenue_Expenditure,Bihar,1986-87,3360
Revenue_Expenditure,Bihar,1987-88,3914
Revenue_Expenditure,Bihar,1988-89,4324
Revenue_Expenditure,Bihar,1989-90,5219
Revenue_Expenditure,Bihar,1990-91,6217
Revenue_Expenditure,Bihar,1991-92,6805
Revenue_Expenditure,Bihar,1992-93,7743
Revenue_Expenditure,Bihar,1993-94,8433
Revenue_Expenditure,Bihar,1994-95,8555
Revenue_Expenditure,Bihar,1995-96,9417
Revenue_Expenditure,Bihar,1996-97,9407
Revenue_Expenditure,Bihar,1997-98,10216
Revenue_Expenditure,Bihar,1998-99,12171
Revenue_Expenditure,Bihar,1999-00,19548
Revenue_Expenditure,Bihar,2000-01,16946
Revenue_Expenditure,Bihar,2001-02,14869
Revenue_Expenditure,Bihar,2002-03,17752
Revenue_Expenditure,Bihar,2003-04,19134
Revenue_Expenditure,Bihar,2004-05,20055
Revenue_Expenditure,Bihar,2005-06,22568
Revenue_Expenditure,Bihar,2006-07,27136
Revenue_Expenditure,Bihar,2007-08,31573
Revenue_Expenditure,Bihar,2008-09,37181.25
Revenue_Expenditure,Bihar,2009-10,42796.03
Revenue_Expenditure,Bihar,2010-11,50704.52
Revenue_Expenditure,Bihar,2011-12,60180.03
Revenue_Expenditure,Bihar,2012-13,69206.57
Revenue_Expenditure,Bihar,2013-14,80405.17
Revenue_Expenditure,Bihar,2014-15 (RE),132186.89
Revenue_Expenditure,Bihar,2015-16 (BE),120685.32
Revenue_Expenditure,Chhattisgarh,1980-81,–
Revenue_Expenditure,Chhattisgarh,1981-82,–
Revenue_Expenditure,Chhattisgarh,1982-83,–
Revenue_Expenditure,Chhattisgarh,1983-84,–
Revenue_Expenditure,Chhattisgarh,1984-85,–
Revenue_Expenditure,Chhattisgarh,1985-86,–
Revenue_Expenditure,Chhattisgarh,1986-87,–
Revenue_Expenditure,Chhattisgarh,1987-88,–
Revenue_Expenditure,Chhattisgarh,1988-89,–
Revenue_Expenditure,Chhattisgarh,1989-90,–
Revenue_Expenditure,Chhattisgarh,1990-91,–
Revenue_Expenditure,Chhattisgarh,1991-92,–
Revenue_Expenditure,Chhattisgarh,1992-93,–
Revenue_Expenditure,Chhattisgarh,1993-94,–
Revenue_Expenditure,Chhattisgarh,1994-95,–
Revenue_Expenditure,Chhattisgarh,1995-96,–
Revenue_Expenditure,Chhattisgarh,1996-97,–
Revenue_Expenditure,Chhattisgarh,1997-98,–
Revenue_Expenditure,Chhattisgarh,1998-99,–
Revenue_Expenditure,Chhattisgarh,1999-00,–
Revenue_Expenditure,Chhattisgarh,2000-01,1917
Revenue_Expenditure,Chhattisgarh,2001-02,5624
Revenue_Expenditure,Chhattisgarh,2002-03,6822
Revenue_Expenditure,Chhattisgarh,2003-04,8951
Revenue_Expenditure,Chhattisgarh,2004-05,9647
Revenue_Expenditure,Chhattisgarh,2005-06,9725
Revenue_Expenditure,Chhattisgarh,2006-07,11991
Revenue_Expenditure,Chhattisgarh,2007-08,15029
Revenue_Expenditure,Chhattisgarh,2008-09,17713.97
Revenue_Expenditure,Chhattisgarh,2009-10,21558.72
Revenue_Expenditure,Chhattisgarh,2010-11,23564.68
Revenue_Expenditure,Chhattisgarh,2011-12,28720.69
Revenue_Expenditure,Chhattisgarh,2012-13,34819.25
Revenue_Expenditure,Chhattisgarh,2013-14,39441.94
Revenue_Expenditure,Chhattisgarh,2014-15 (RE),55979.35
Revenue_Expenditure,Chhattisgarh,2015-16 (BE),65810.7
Revenue_Expenditure,Goa,1980-81,–
Revenue_Expenditure,Goa,1981-82,–
Revenue_Expenditure,Goa,1982-83,–
Revenue_Expenditure,Goa,1983-84,–
Revenue_Expenditure,Goa,1984-85,–
Revenue_Expenditure,Goa,1985-86,–
Revenue_Expenditure,Goa,1986-87,255
Revenue_Expenditure,Goa,1987-88,258
Revenue_Expenditure,Goa,1988-89,284
Revenue_Expenditure,Goa,1989-90,327
Revenue_Expenditure,Goa,1990-91,395
Revenue_Expenditure,Goa,1991-92,466
Revenue_Expenditure,Goa,1992-93,499
Revenue_Expenditure,Goa,1993-94,558
Revenue_Expenditure,Goa,1994-95,601
Revenue_Expenditure,Goa,1995-96,943
Revenue_Expenditure,Goa,1996-97,946
Revenue_Expenditure,Goa,1997-98,1270
Revenue_Expenditure,Goa,1998-99,1458
Revenue_Expenditure,Goa,1999-00,1614
Revenue_Expenditure,Goa,2000-01,1962
Revenue_Expenditure,Goa,2001-02,2353
Revenue_Expenditure,Goa,2002-03,2401
Revenue_Expenditure,Goa,2003-04,2416
Revenue_Expenditure,Goa,2004-05,2541
Revenue_Expenditure,Goa,2005-06,2849
Revenue_Expenditure,Goa,2006-07,3176
Revenue_Expenditure,Goa,2007-08,3559
Revenue_Expenditure,Goa,2008-09,4517.43
Revenue_Expenditure,Goa,2009-10,5524.45
Revenue_Expenditure,Goa,2010-11,6228.9
Revenue_Expenditure,Goa,2011-12,6953.57
Revenue_Expenditure,Goa,2012-13,7346.45
Revenue_Expenditure,Goa,2013-14,8149.5
Revenue_Expenditure,Goa,2014-15 (RE),10131.41
Revenue_Expenditure,Goa,2015-16 (BE),13102.77
Revenue_Expenditure,Gujarat,1980-81,1442
Revenue_Expenditure,Gujarat,1981-82,1565
Revenue_Expenditure,Gujarat,1982-83,1949
Revenue_Expenditure,Gujarat,1983-84,2178
Revenue_Expenditure,Gujarat,1984-85,2463
Revenue_Expenditure,Gujarat,1985-86,2625
Revenue_Expenditure,Gujarat,1986-87,3323
Revenue_Expenditure,Gujarat,1987-88,4089
Revenue_Expenditure,Gujarat,1988-89,4374
Revenue_Expenditure,Gujarat,1989-90,4844
Revenue_Expenditure,Gujarat,1990-91,5470
Revenue_Expenditure,Gujarat,1991-92,6908
Revenue_Expenditure,Gujarat,1992-93,7987
Revenue_Expenditure,Gujarat,1993-94,8408
Revenue_Expenditure,Gujarat,1994-95,9498
Revenue_Expenditure,Gujarat,1995-96,10811
Revenue_Expenditure,Gujarat,1996-97,12576
Revenue_Expenditure,Gujarat,1997-98,14875
Revenue_Expenditure,Gujarat,1998-99,19172
Revenue_Expenditure,Gujarat,1999-00,21466
Revenue_Expenditure,Gujarat,2000-01,27175
Revenue_Expenditure,Gujarat,2001-02,25651
Revenue_Expenditure,Gujarat,2002-03,26921
Revenue_Expenditure,Gujarat,2003-04,32986
Revenue_Expenditure,Gujarat,2004-05,34900
Revenue_Expenditure,Gujarat,2005-06,34235
Revenue_Expenditure,Gujarat,2006-07,39200
Revenue_Expenditure,Gujarat,2007-08,42681
Revenue_Expenditure,Gujarat,2008-09,51897.42
Revenue_Expenditure,Gujarat,2009-10,60335.23
Revenue_Expenditure,Gujarat,2010-11,71606.61
Revenue_Expenditure,Gujarat,2011-12,79414.19
Revenue_Expenditure,Gujarat,2012-13,98281.32
Revenue_Expenditure,Gujarat,2013-14,104720.58
Revenue_Expenditure,Gujarat,2014-15 (RE),125490.25
Revenue_Expenditure,Gujarat,2015-16 (BE),137518.73
Revenue_Expenditure,Haryana,1980-81,607
Revenue_Expenditure,Haryana,1981-82,696
Revenue_Expenditure,Haryana,1982-83,917
Revenue_Expenditure,Haryana,1983-84,960
Revenue_Expenditure,Haryana,1984-85,1120
Revenue_Expenditure,Haryana,1985-86,1315
Revenue_Expenditure,Haryana,1986-87,1509
Revenue_Expenditure,Haryana,1987-88,1663
Revenue_Expenditure,Haryana,1988-89,1879
Revenue_Expenditure,Haryana,1989-90,2121
Revenue_Expenditure,Haryana,1990-91,2397
Revenue_Expenditure,Haryana,1991-92,2727
Revenue_Expenditure,Haryana,1992-93,2956
Revenue_Expenditure,Haryana,1993-94,4109
Revenue_Expenditure,Haryana,1994-95,6912
Revenue_Expenditure,Haryana,1995-96,6131
Revenue_Expenditure,Haryana,1996-97,7831
Revenue_Expenditure,Haryana,1997-98,7806
Revenue_Expenditure,Haryana,1998-99,8581
Revenue_Expenditure,Haryana,1999-00,8359
Revenue_Expenditure,Haryana,2000-01,9159
Revenue_Expenditure,Haryana,2001-02,10728
Revenue_Expenditure,Haryana,2002-03,10582
Revenue_Expenditure,Haryana,2003-04,15122
Revenue_Expenditure,Haryana,2004-05,14442
Revenue_Expenditure,Haryana,2005-06,14830
Revenue_Expenditure,Haryana,2006-07,19638
Revenue_Expenditure,Haryana,2007-08,22079
Revenue_Expenditure,Haryana,2008-09,26368.17
Revenue_Expenditure,Haryana,2009-10,32561.93
Revenue_Expenditure,Haryana,2010-11,34434.23
Revenue_Expenditure,Haryana,2011-12,39751.43
Revenue_Expenditure,Haryana,2012-13,46511.92
Revenue_Expenditure,Haryana,2013-14,48928.65
Revenue_Expenditure,Haryana,2014-15 (RE),63772.43
Revenue_Expenditure,Haryana,2015-16 (BE),71674.8
Revenue_Expenditure,Himachal Pradesh,1980-81,338
Revenue_Expenditure,Himachal Pradesh,1981-82,297
Revenue_Expenditure,Himachal Pradesh,1982-83,353
Revenue_Expenditure,Himachal Pradesh,1983-84,385
Revenue_Expenditure,Himachal Pradesh,1984-85,479
Revenue_Expenditure,Himachal Pradesh,1985-86,588
Revenue_Expenditure,Himachal Pradesh,1986-87,648
Revenue_Expenditure,Himachal Pradesh,1987-88,805
Revenue_Expenditure,Himachal Pradesh,1988-89,985
Revenue_Expenditure,Himachal Pradesh,1989-90,992
Revenue_Expenditure,Himachal Pradesh,1990-91,1118
Revenue_Expenditure,Himachal Pradesh,1991-92,2341
Revenue_Expenditure,Himachal Pradesh,1992-93,1447
Revenue_Expenditure,Himachal Pradesh,1993-94,1691
Revenue_Expenditure,Himachal Pradesh,1994-95,2009
Revenue_Expenditure,Himachal Pradesh,1995-96,2350
Revenue_Expenditure,Himachal Pradesh,1996-97,2633
Revenue_Expenditure,Himachal Pradesh,1997-98,3453
Revenue_Expenditure,Himachal Pradesh,1998-99,4167
Revenue_Expenditure,Himachal Pradesh,1999-00,4714
Revenue_Expenditure,Himachal Pradesh,2000-01,5315
Revenue_Expenditure,Himachal Pradesh,2001-02,5670
Revenue_Expenditure,Himachal Pradesh,2002-03,6616
Revenue_Expenditure,Himachal Pradesh,2003-04,8096
Revenue_Expenditure,Himachal Pradesh,2004-05,8034
Revenue_Expenditure,Himachal Pradesh,2005-06,8587
Revenue_Expenditure,Himachal Pradesh,2006-07,10091
Revenue_Expenditure,Himachal Pradesh,2007-08,10614
Revenue_Expenditure,Himachal Pradesh,2008-09,12492.35
Revenue_Expenditure,Himachal Pradesh,2009-10,14030.92
Revenue_Expenditure,Himachal Pradesh,2010-11,16131.28
Revenue_Expenditure,Himachal Pradesh,2011-12,17328.51
Revenue_Expenditure,Himachal Pradesh,2012-13,20714.59
Revenue_Expenditure,Himachal Pradesh,2013-14,21271.18
Revenue_Expenditure,Himachal Pradesh,2014-15 (RE),24894.61
Revenue_Expenditure,Himachal Pradesh,2015-16 (BE),28338.62
Revenue_Expenditure,Jammu & Kashmir,1980-81,428
Revenue_Expenditure,Jammu & Kashmir,1981-82,548
Revenue_Expenditure,Jammu & Kashmir,1982-83,504
Revenue_Expenditure,Jammu & Kashmir,1983-84,620
Revenue_Expenditure,Jammu & Kashmir,1984-85,747
Revenue_Expenditure,Jammu & Kashmir,1985-86,889
Revenue_Expenditure,Jammu & Kashmir,1986-87,989
Revenue_Expenditure,Jammu & Kashmir,1987-88,1269
Revenue_Expenditure,Jammu & Kashmir,1988-89,1404
Revenue_Expenditure,Jammu & Kashmir,1989-90,1611
Revenue_Expenditure,Jammu & Kashmir,1990-91,2021
Revenue_Expenditure,Jammu & Kashmir,1991-92,2286
Revenue_Expenditure,Jammu & Kashmir,1992-93,2321
Revenue_Expenditure,Jammu & Kashmir,1993-94,2593
Revenue_Expenditure,Jammu & Kashmir,1994-95,3339
Revenue_Expenditure,Jammu & Kashmir,1995-96,3573
Revenue_Expenditure,Jammu & Kashmir,1996-97,4021
Revenue_Expenditure,Jammu & Kashmir,1997-98,4893
Revenue_Expenditure,Jammu & Kashmir,1998-99,5849
Revenue_Expenditure,Jammu & Kashmir,1999-00,7108
Revenue_Expenditure,Jammu & Kashmir,2000-01,7829
Revenue_Expenditure,Jammu & Kashmir,2001-02,8050
Revenue_Expenditure,Jammu & Kashmir,2002-03,8738
Revenue_Expenditure,Jammu & Kashmir,2003-04,8817
Revenue_Expenditure,Jammu & Kashmir,2004-05,11127
Revenue_Expenditure,Jammu & Kashmir,2005-06,13467
Revenue_Expenditure,Jammu & Kashmir,2006-07,13873
Revenue_Expenditure,Jammu & Kashmir,2007-08,17046
Revenue_Expenditure,Jammu & Kashmir,2008-09,18749.89
Revenue_Expenditure,Jammu & Kashmir,2009-10,22518.56
Revenue_Expenditure,Jammu & Kashmir,2010-11,25568.92
Revenue_Expenditure,Jammu & Kashmir,2011-12,29856.23
Revenue_Expenditure,Jammu & Kashmir,2012-13,31778.03
Revenue_Expenditure,Jammu & Kashmir,2013-14,31908.7
Revenue_Expenditure,Jammu & Kashmir,2014-15 (RE),42471.21
Revenue_Expenditure,Jammu & Kashmir,2015-16 (BE),45919.52
Revenue_Expenditure,Jharkhand,1980-81,–
Revenue_Expenditure,Jharkhand,1981-82,–
Revenue_Expenditure,Jharkhand,1982-83,–
Revenue_Expenditure,Jharkhand,1983-84,–
Revenue_Expenditure,Jharkhand,1984-85,–
Revenue_Expenditure,Jharkhand,1985-86,–
Revenue_Expenditure,Jharkhand,1986-87,–
Revenue_Expenditure,Jharkhand,1987-88,–
Revenue_Expenditure,Jharkhand,1988-89,–
Revenue_Expenditure,Jharkhand,1989-90,–
Revenue_Expenditure,Jharkhand,1990-91,–
Revenue_Expenditure,Jharkhand,1991-92,–
Revenue_Expenditure,Jharkhand,1992-93,–
Revenue_Expenditure,Jharkhand,1993-94,–
Revenue_Expenditure,Jharkhand,1994-95,–
Revenue_Expenditure,Jharkhand,1995-96,–
Revenue_Expenditure,Jharkhand,1996-97,–
Revenue_Expenditure,Jharkhand,1997-98,–
Revenue_Expenditure,Jharkhand,1998-99,–
Revenue_Expenditure,Jharkhand,1999-00,–
Revenue_Expenditure,Jharkhand,2000-01,–
Revenue_Expenditure,Jharkhand,2001-02,7934
Revenue_Expenditure,Jharkhand,2002-03,9809
Revenue_Expenditure,Jharkhand,2003-04,9738
Revenue_Expenditure,Jharkhand,2004-05,11635
Revenue_Expenditure,Jharkhand,2005-06,13417
Revenue_Expenditure,Jharkhand,2006-07,15726
Revenue_Expenditure,Jharkhand,2007-08,18360
Revenue_Expenditure,Jharkhand,2008-09,20641.47
Revenue_Expenditure,Jharkhand,2009-10,22712.77
Revenue_Expenditure,Jharkhand,2010-11,26502.04
Revenue_Expenditure,Jharkhand,2011-12,26007.07
Revenue_Expenditure,Jharkhand,2012-13,30399.82
Revenue_Expenditure,Jharkhand,2013-14,30063.74
Revenue_Expenditure,Jharkhand,2014-15 (RE),50839.55
Revenue_Expenditure,Jharkhand,2015-16 (BE),55492.95
Revenue_Expenditure,Karnataka,1980-81,1302
Revenue_Expenditure,Karnataka,1981-82,1409
Revenue_Expenditure,Karnataka,1982-83,1739
Revenue_Expenditure,Karnataka,1983-84,2002
Revenue_Expenditure,Karnataka,1984-85,2615
Revenue_Expenditure,Karnataka,1985-86,2894
Revenue_Expenditure,Karnataka,1986-87,3069
Revenue_Expenditure,Karnataka,1987-88,3437
Revenue_Expenditure,Karnataka,1988-89,3778
Revenue_Expenditure,Karnataka,1989-90,4401
Revenue_Expenditure,Karnataka,1990-91,4979
Revenue_Expenditure,Karnataka,1991-92,6248
Revenue_Expenditure,Karnataka,1992-93,7100
Revenue_Expenditure,Karnataka,1993-94,8089
Revenue_Expenditure,Karnataka,1994-95,8859
Revenue_Expenditure,Karnataka,1995-96,10406
Revenue_Expenditure,Karnataka,1996-97,11981
Revenue_Expenditure,Karnataka,1997-98,12601
Revenue_Expenditure,Karnataka,1998-99,14886
Revenue_Expenditure,Karnataka,1999-00,17818
Revenue_Expenditure,Karnataka,2000-01,19664
Revenue_Expenditure,Karnataka,2001-02,21938
Revenue_Expenditure,Karnataka,2002-03,24074
Revenue_Expenditure,Karnataka,2003-04,29267
Revenue_Expenditure,Karnataka,2004-05,34246
Revenue_Expenditure,Karnataka,2005-06,34973
Revenue_Expenditure,Karnataka,2006-07,44085
Revenue_Expenditure,Karnataka,2007-08,48031
Revenue_Expenditure,Karnataka,2008-09,54038.82
Revenue_Expenditure,Karnataka,2009-10,62963.51
Revenue_Expenditure,Karnataka,2010-11,71934.09
Revenue_Expenditure,Karnataka,2011-12,85756.16
Revenue_Expenditure,Karnataka,2012-13,96601.17
Revenue_Expenditure,Karnataka,2013-14,110648.7
Revenue_Expenditure,Karnataka,2014-15 (RE),132835.44
